date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2020-01-16,4174.82,4175.29,4149.04,4142.18,100267640.0,-17.69,-0.42,4174.566,4158.401,4097.891,113389052.8,132904267.2,130154731.6
2020-01-15,4186.88,4193.87,4166.73,4150.88,104633136.0,-23.16,-0.55,4177.632,4158.721,4092.078,120712788.8,141089181.6,132708937.6
2020-01-14,4215.16,4223.51,4189.89,4188.08,129320784.0,-14.1,-0.34,4166.75,4151.706,4085.831,133303332.8,142952293.6,137535428.0
2020-01-13,4166.93,4203.99,4203.99,4148.6,119691984.0,40.81,0.98,4160.818,4140.88,4075.714,135336984.0,145617364.0,138493722.4
2020-01-10,4177.58,4180.98,4163.18,4148.48,113031720.0,-1.19,-0.03,4145.88,4122.684,4063.926,146460577.6,148740805.6,139937690.4
2020-01-09,4145.53,4165.66,4164.37,4143.59,136886320.0,52.05,1.27,4142.236,4108.965,4050.318,152419481.6,148323697.6,138521520.8
2020-01-08,4139.63,4149.81,4112.32,4101.98,167585856.0,-47.91,-1.15,4139.81,4091.615,4037.237,161465574.4,144128954.4,136665478.8
2020-01-07,4137.4,4161.25,4160.23,4135.1,139489040.0,30.93,0.75,4136.662,4079.679,4026.64,152601254.4,136969272.8,132599332.4
2020-01-06,4120.52,4170.64,4129.3,4102.38,175309952.0,-15.66,-0.38,4120.942,4060.366,4013.401,155897744.0,135301993.6,130392570.8
2020-01-03,4161.22,4164.3,4144.96,4131.86,142826240.0,-7.28,-0.17,4099.488,4049.161,4002.055,151021033.6,129897764.8,125559517.6
2020-01-02,4121.35,4172.66,4152.24,4121.35,182116784.0,55.66,1.36,4075.694,4037.38,3988.775,144227913.6,127405196.0,122870765.6
2019-12-31,4077.75,4098.14,4096.58,4069.01,123264256.0,14.95,0.37,4043.42,4025.434,3973.654,126792334.4,124328693.6,117749095.6
2019-12-30,4015.52,4083.69,4081.63,4001.5,155971488.0,59.6,1.48,4022.696,4019.956,3961.38,121337291.2,132118562.4,115266444.8
2019-12-27,4029.25,4066.8,4022.03,4019.72,150926400.0,-3.96,-0.1,3999.79,4010.548,3949.101,114706243.2,131370080.8,111338479.2
2019-12-26,3993.67,4025.99,4025.99,3993.54,108860640.0,35.12,0.88,3998.834,4005.167,3939.433,108774496.0,131134575.2,107499376.0
2019-12-25,3988.66,4000.56,3990.87,3976.36,94938888.0,-2.09,-0.05,3999.066,3991.67,3931.249,110582478.4,128719344.0,105317850.0
2019-12-24,3971.56,3994.51,3992.96,3963.67,95989040.0,25.86,0.65,4007.448,3982.858,3925.486,121865052.8,129202003.2,104392770.8
2019-12-23,4014.69,4032.17,3967.1,3964.38,122816248.0,-50.15,-1.25,4017.216,3973.6,3920.421,142899833.6,128229392.0,105168995.6
2019-12-20,4032.15,4046.73,4017.25,4014.93,121267664.0,-9.9,-0.25,4021.306,3966.435,3915.976,148033918.4,125483148.0,104331497.6
2019-12-19,4034.62,4038.54,4027.15,4014.9,117900552.0,-5.63,-0.14,4011.5,3954.949,3907.613,153494654.4,121221270.4,102820246.4
2019-12-18,4039.72,4057.64,4032.78,4025.34,151351760.0,-9.02,-0.22,3984.274,3940.17,3900.736,146856209.6,118336335.2,100381745.6
2019-12-17,3987.74,4067.14,4041.8,3984.52,201162944.0,54.25,1.36,3958.268,3921.874,3894.49,136538953.6,111169497.6,96654924.4
2019-12-16,3970.71,3987.59,3987.55,3953.51,148486672.0,19.33,0.49,3929.984,3902.803,3889.752,113558950.4,98414327.2,90704828.4
2019-12-13,3928.0,3969.46,3968.22,3925.28,148571344.0,77.2,1.98,3911.564,3887.654,3885.771,102932377.6,91306877.6,87112794.4
2019-12-12,3908.45,3908.45,3891.02,3886.12,84708328.0,-11.73,-0.3,3898.398,3873.699,3881.214,88947886.4,83864176.8,83870773.2
2019-12-11,3907.16,3909.39,3902.75,3890.34,99765480.0,2.37,0.06,3896.066,3870.827,3881.956,89816460.8,81916356.0,83985779.2
2019-12-10,3886.44,3900.96,3900.38,3882.09,86262928.0,4.93,0.13,3885.48,3868.114,3881.818,85800041.6,79583538.4,82834959.2
2019-12-09,3909.53,3911.97,3895.45,3885.25,95353808.0,-6.94,-0.18,3875.622,3867.241,3881.983,83269704.0,82108599.2,82348966.4
2019-12-06,3885.06,3902.39,3902.39,3878.7,78648888.0,23.03,0.59,3863.744,3865.517,3882.36,79681377.6,83179847.2,82289057.2
2019-12-05,3863.61,3883.4,3879.36,3859.82,89051200.0,29.54,0.77,3849.0,3860.277,3885.891,78780467.2,84419222.4,83211960.0
2019-12-04,3841.66,3852.99,3849.82,3831.07,79683384.0,-1.27,-0.03,3845.588,3861.301,3891.516,74016251.2,82427156.0,83122144.8
2019-12-03,3829.21,3851.12,3851.09,3811.63,73611240.0,15.03,0.39,3850.748,3867.105,3898.269,73367035.2,82140351.2,84003623.2
2019-12-02,3835.51,3854.75,3836.06,3829.31,77412176.0,7.39,0.19,3858.86,3876.7,3905.855,80947494.4,82995329.6,85968655.2
2019-11-29,3857.19,3861.66,3828.67,3804.83,74144336.0,-33.63,-0.87,3867.29,3883.887,3912.958,86678316.8,82918711.2,87307739.2
2019-11-28,3877.9,3887.69,3862.3,3852.01,65230120.0,-13.32,-0.34,3871.554,3888.729,3919.144,90057977.6,83877369.6,88635003.2
2019-11-27,3883.43,3889.98,3875.62,3862.7,76437304.0,-16.03,-0.41,3877.014,3893.085,3920.367,90838060.8,86055202.4,89709224.4
2019-11-26,3893.43,3899.11,3891.65,3869.59,111513536.0,13.44,0.35,3883.462,3895.521,3921.147,90913667.2,86086380.0,89781005.2
2019-11-25,3850.97,3878.25,3878.21,3839.42,106066288.0,28.22,0.73,3894.54,3896.725,3922.076,85043164.8,82589333.6,88318182.0
2019-11-22,3894.17,3918.84,3849.99,3833.5,91042640.0,-39.61,-1.02,3900.484,3899.202,3924.495,79159105.6,81398267.2,87885168.8
2019-11-21,3894.54,3901.83,3889.6,3875.97,69130536.0,-18.26,-0.47,3905.904,3911.504,3926.835,77696761.6,82004697.6,87205717.6
2019-11-20,3940.13,3943.23,3907.86,3901.99,76815336.0,-39.18,-0.99,3909.156,3921.731,3925.889,81272344.0,83817133.6,87315919.6
2019-11-19,3904.1,3947.04,3947.04,3902.38,82161024.0,39.11,1.0,3907.58,3929.433,3924.05,81259092.8,85866895.2,86985084.0
2019-11-18,3874.44,3913.1,3907.93,3868.32,76645992.0,30.84,0.8,3898.91,3935.01,3921.492,80135502.4,88941980.8,86322960.8
2019-11-15,3908.49,3915.1,3877.09,3877.09,83730920.0,-28.77,-0.74,3897.92,3942.029,3920.137,83637428.8,91696767.2,86199807.2
2019-11-14,3905.93,3916.95,3905.86,3895.14,87008448.0,5.88,0.15,3917.104,3949.559,3919.752,86312633.6,93392636.8,86129318.4
2019-11-13,3905.28,3908.42,3899.98,3882.43,76749080.0,-3.71,-0.1,3934.306,3947.648,3920.72,86361923.2,93363246.4,85022083.2
2019-11-12,3905.96,3914.88,3903.69,3877.74,76543072.0,0.71,0.02,3951.286,3946.773,3921.855,90474697.6,93475630.4,85346114.4
2019-11-11,3948.62,3948.62,3902.98,3897.55,94155624.0,-70.03,-1.76,3971.11,3947.427,3923.483,97748459.2,94047030.4,85782658.4
2019-11-08,4017.67,4022.04,3973.01,3971.57,97106944.0,-18.86,-0.47,3986.138,3949.788,3925.996,99756105.6,94372070.4,87194557.6
2019-11-07,3984.55,4005.38,3991.87,3975.55,87254896.0,6.99,0.17,3982.014,3942.166,3922.932,100472640.0,92406737.6,87009839.2
2019-11-06,4006.33,4007.5,3984.88,3973.78,97312952.0,-17.93,-0.45,3960.99,3930.046,3917.071,100364569.6,90814705.6,86608228.8
2019-11-05,3982.12,4030.64,4002.81,3970.87,112911880.0,24.69,0.62,3942.26,3918.666,3909.989,96476563.2,88103272.8,85535306.8
2019-11-04,3964.01,3985.36,3978.12,3964.01,104193856.0,25.73,0.65,3923.744,3907.973,3901.732,90345601.6,83703940.8,83722605.6
2019-11-01,3883.81,3956.08,3952.39,3876.42,100689616.0,65.64,1.69,3913.438,3898.245,3893.553,88988035.2,80702847.2,81809478.6
2019-10-31,3906.86,3907.15,3886.75,3878.88,86714544.0,-4.48,-0.12,3902.318,3889.944,3888.566,84340835.2,78866000.0,80475195.0
2019-10-30,3904.72,3908.1,3891.23,3883.45,77872920.0,-19.0,-0.49,3899.102,3893.791,3886.285,81264841.6,76680920.0,81274383.0
2019-10-29,3929.71,3932.37,3910.23,3910.23,82257072.0,-16.36,-0.42,3895.072,3896.937,3885.273,79729982.4,77216598.4,81856778.6
2019-10-28,3904.98,3927.8,3926.59,3897.82,97406024.0,29.8,0.77,3892.202,3899.539,3884.815,77062280.0,77518286.4,82133086.6
2019-10-25,3871.77,3899.72,3896.79,3849.03,77453616.0,26.12,0.68,3883.052,3902.204,3883.019,72417659.2,80017044.8,81964596.6
2019-10-24,3877.92,3890.2,3870.67,3852.58,71334576.0,-0.41,-0.01,3877.57,3903.698,3884.962,73391164.8,81612940.8,83264713.8
2019-10-23,3892.68,3901.42,3871.08,3862.2,70198624.0,-24.8,-0.64,3888.48,3904.095,3887.647,72096998.4,82401752.0,83997196.6
2019-10-22,3896.31,3897.44,3895.88,3870.55,68918560.0,15.04,0.39,3898.802,3901.311,3889.597,74703214.4,82967340.8,84590073.0
2019-10-21,3865.34,3884.74,3880.84,3856.04,74182920.0,11.46,0.3,3906.876,3895.491,3889.364,77974292.8,83741270.4,86828861.0
2019-10-18,3935.42,3940.54,3869.38,3864.97,82321144.0,-55.84,-1.42,3921.356,3888.86,3893.208,87616430.4,82916110.0,88632705.4
2019-10-17,3929.39,3935.81,3925.22,3913.92,64863744.0,2.53,0.06,3929.826,3887.187,3898.358,89834716.8,82084390.0,90028711.8
2019-10-16,3939.28,3964.05,3922.69,3919.02,83229704.0,-13.56,-0.34,3919.71,3878.779,3898.602,92706505.6,85867846.0,93365268.2
2019-10-15,3953.16,3953.16,3936.25,3928.15,85273952.0,-16.99,-0.43,3903.82,3873.608,3900.431,91231467.2,86496958.8,95748252.6
2019-10-14,3944.86,3983.81,3953.24,3934.73,122393608.0,41.51,1.06,3884.106,3870.091,3902.266,89508248.0,86747886.8,98825043.0
2019-10-11,3885.52,3922.37,3911.73,3868.84,93412576.0,37.09,0.96,3856.364,3863.833,3902.029,78215789.6,83912148.4,98799481.4
2019-10-10,3838.49,3877.14,3874.64,3829.43,79222688.0,31.4,0.82,3844.548,3866.225,3902.709,74334063.2,84916486.8,103211663.8
2019-10-09,3822.61,3845.34,3843.24,3805.07,75854512.0,5.56,0.14,3837.848,3871.199,3903.277,79029186.4,85592641.2,105581960.2
2019-10-08,3818.59,3861.64,3837.68,3818.59,76657856.0,23.15,0.61,3843.396,3877.883,3903.795,81762450.4,86212805.2,106674965.8
2019-09-30,3842.07,3857.23,3814.53,3813.55,65931316.0,-38.12,-0.99,3856.076,3883.237,3904.327,83987525.6,89916451.6,108356540.2
2019-09-27,3843.46,3859.5,3852.65,3832.25,74003944.0,11.51,0.3,3871.302,3897.556,3903.58,89608507.2,94349300.8,109894732.0
2019-09-26,3884.7,3890.75,3841.14,3840.25,102698304.0,-29.84,-0.77,3887.902,3909.529,3900.457,95498910.4,97973033.6,110398704.4
2019-09-25,3887.55,3889.84,3870.98,3867.23,89520832.0,-30.1,-0.77,3904.55,3918.425,3898.529,92156096.0,100862690.4,109701329.6
2019-09-24,3895.87,3927.01,3901.08,3886.14,87783232.0,10.42,0.27,3912.37,3927.253,3895.828,90663160.0,104999546.4,111461861.6
2019-09-23,3925.19,3925.19,3890.66,3868.21,94036224.0,-44.99,-1.14,3910.398,3934.44,3889.069,95845377.6,110902199.2,111765663.2
2019-09-20,3933.46,3942.22,3935.65,3921.41,103455960.0,11.27,0.29,3923.81,3940.225,3885.579,99090094.4,113686814.4,111461581.2
2019-09-19,3923.96,3924.38,3924.38,3897.07,85984232.0,14.3,0.37,3931.156,3939.192,3878.472,100447156.8,121506840.8,110579172.8
2019-09-18,3902.99,3923.15,3910.08,3902.51,82056152.0,18.86,0.48,3932.3,3935.354,3871.341,109569284.8,125571279.2,110394955.2
2019-09-17,3947.16,3947.16,3891.22,3879.49,113694320.0,-66.5,-1.68,3942.136,3929.707,3865.224,119335932.8,127137126.4,111722252.0
2019-09-16,3981.36,3982.2,3957.72,3943.37,110259808.0,-14.66,-0.37,3958.482,3925.417,3860.217,125959020.8,126796628.8,113003887.2
2019-09-12,3944.69,3975.93,3972.38,3933.44,110241272.0,42.28,1.08,3956.64,3909.604,3847.858,128283534.4,125440163.2,111906855.2
2019-09-11,3969.68,3971.22,3930.1,3922.95,131594872.0,-29.16,-0.74,3947.228,3891.385,3833.939,142566524.8,122824375.2,110824733.2
2019-09-10,3976.87,3976.92,3959.26,3938.74,130889392.0,-13.69,-0.34,3938.408,3878.633,3821.554,141573273.6,118539968.8,108805119.2
2019-09-09,3980.96,3985.24,3972.95,3954.88,146809760.0,24.44,0.62,3917.278,3864.402,3806.879,134938320.0,117924176.8,106085664.8
2019-09-06,3946.69,3948.54,3948.51,3922.34,121882376.0,23.19,0.59,3892.352,3843.698,3793.186,127634236.8,112629127.2,102849329.6
2019-09-05,3909.21,3970.0,3925.32,3909.21,181656224.0,39.32,1.01,3862.568,3830.933,3777.437,122596792.0,109236348.0,101019990.0
2019-09-04,3848.65,3886.0,3886.0,3846.42,126628616.0,32.39,0.84,3835.542,3817.752,3764.636,103082225.6,99651504.8,96360064.0
2019-09-03,3852.58,3856.68,3853.61,3833.76,97714624.0,5.29,0.14,3818.858,3807.328,3751.407,95506664.0,95218631.2,94240568.8
2019-09-02,3803.69,3855.78,3848.32,3799.82,110289344.0,48.73,1.28,3811.526,3800.74,3740.543,100910033.6,96307377.6,95846531.2
2019-08-30,3816.68,3828.97,3799.59,3778.92,96695152.0,9.4,0.25,3795.044,3795.017,3731.912,97624017.6,99211145.6,95398362.8
2019-08-29,3805.49,3808.6,3790.19,3774.4,84083392.0,-12.39,-0.33,3799.298,3786.112,3729.304,95875904.0,98373547.2,95980400.0
2019-08-28,3818.81,3822.59,3802.58,3790.14,88750808.0,-14.37,-0.38,3799.962,3776.493,3729.968,96220784.0,98825091.2,95981939.6
2019-08-27,3791.46,3848.24,3816.95,3790.87,124731472.0,51.04,1.35,3795.798,3764.475,3731.607,94930598.4,99070269.6,95651956.8
2019-08-26,3756.36,3778.87,3765.91,3753.16,93859264.0,-54.95,-1.44,3789.954,3749.355,3734.276,91704721.6,94247152.8,94121580.8
2019-08-23,3796.88,3829.36,3820.86,3788.03,87954584.0,27.35,0.72,3794.99,3742.674,3738.694,100798273.6,93069532.0,93669336.0
2019-08-22,3793.86,3797.33,3793.51,3771.2,85807792.0,11.75,0.31,3772.926,3723.941,3740.579,100871190.4,92803632.0,93434571.6
2019-08-21,3778.31,3792.6,3781.76,3775.45,82299880.0,-5.97,-0.16,3753.024,3711.519,3743.457,101429398.4,93068623.2,93831203.2
2019-08-20,3786.03,3799.9,3787.73,3778.73,108602088.0,-3.36,-0.09,3733.152,3695.486,3745.361,103209940.8,93262506.4,94263243.2
2019-08-19,3736.03,3791.09,3791.09,3720.69,139327024.0,80.55,2.17,3708.756,3680.346,3745.47,96789584.0,95385684.8,92398806.0
2019-08-16,3697.94,3738.1,3710.54,3687.08,88319168.0,16.54,0.45,3690.358,3668.806,3744.999,85340790.4,91585580.0,90037523.6
2019-08-15,3618.01,3694.3,3694.0,3612.11,88598832.0,11.6,0.32,3674.956,3672.496,3749.87,84736073.6,93587252.8,90025872.8
2019-08-14,3712.07,3717.56,3682.4,3680.61,91202592.0,16.65,0.45,3670.014,3683.443,3753.59,84707848.0,93138788.0,89970753.6
2019-08-13,3675.59,3686.43,3665.75,3658.01,76500304.0,-33.35,-0.9,3657.82,3698.739,3759.702,83315072.0,92233644.0,90169818.0
2019-08-12,3647.87,3699.1,3699.1,3643.32,82083056.0,65.57,1.8,3651.936,3719.196,3766.757,93981785.6,93996008.8,90381350.4
2019-08-09,3686.75,3689.18,3633.53,3628.12,85295584.0,-35.76,-0.97,3647.254,3734.713,3773.011,97830369.6,94269140.0,91337458.4
2019-08-08,3651.36,3675.46,3669.29,3646.94,88457704.0,47.86,1.32,3670.036,3757.217,3781.771,102438432.0,94065511.2,90845977.6
2019-08-07,3654.63,3659.08,3621.43,3621.43,84238712.0,-14.9,-0.41,3696.872,3775.395,3787.568,101569728.0,94593783.2,90188690.8
2019-08-06,3609.11,3649.9,3636.33,3575.86,129833872.0,-39.36,-1.07,3739.658,3795.235,3795.833,101152216.0,95263980.0,89618452.4
2019-08-05,3724.41,3739.5,3675.69,3675.69,101325976.0,-71.75,-1.92,3786.456,3810.593,3803.673,94010232.0,89411927.2,86868895.2
2019-08-02,3729.13,3754.53,3747.44,3720.06,108335896.0,-56.03,-1.47,3822.172,3821.192,3810.028,90707910.4,88489467.2,87279550.4
2019-08-01,3819.32,3831.26,3803.47,3791.55,84114184.0,-31.89,-0.83,3844.398,3827.244,3817.316,85692590.4,86464492.8,85563082.0
2019-07-31,3856.74,3856.74,3835.36,3830.09,82151152.0,-34.96,-0.9,3853.918,3823.737,3820.798,87617838.4,86802719.2,86324485.6
2019-07-30,3861.57,3890.73,3870.32,3861.57,94123952.0,16.05,0.42,3850.812,3820.665,3823.706,89375744.0,88105992.0,87816558.4
2019-07-29,3857.94,3862.75,3854.27,3842.43,84814368.0,-4.3,-0.11,3834.73,3814.317,3827.049,84813622.4,86766692.0,89703536.0
2019-07-26,3835.23,3863.59,3858.57,3832.52,83259296.0,7.5,0.2,3820.212,3811.309,3831.126,86271024.0,88405776.8,93381335.2
2019-07-25,3821.39,3851.07,3851.07,3812.95,93740424.0,31.24,0.82,3810.09,3806.325,3829.477,87236395.2,87626444.0,93456677.6
2019-07-24,3803.59,3840.06,3819.83,3803.57,90940680.0,29.92,0.79,3793.556,3799.74,3828.664,85987600.0,85783598.4,94035474.4
2019-07-23,3783.54,3792.96,3789.91,3768.76,71313344.0,8.23,0.22,3790.518,3796.431,3827.389,86836240.0,83972924.8,93579454.4
2019-07-22,3813.5,3816.54,3781.68,3765.44,92101376.0,-26.28,-0.69,3793.904,3796.753,3827.959,88719761.6,84325863.2,96217582.8
2019-07-19,3787.51,3828.15,3807.96,3787.51,88086152.0,39.56,1.05,3802.406,3798.864,3830.939,90540529.6,86069633.6,96616745.2
2019-07-18,3793.19,3793.39,3768.4,3768.0,87496448.0,-36.24,-0.95,3802.56,3807.388,3832.238,88016492.8,84661671.2,99894195.2
2019-07-17,3800.11,3820.27,3804.64,3787.9,95183880.0,-2.2,-0.06,3805.924,3817.858,3835.244,85579596.8,85846252.0,103962976.0
2019-07-16,3819.25,3828.33,3806.84,3799.87,80730952.0,-17.35,-0.45,3802.344,3826.747,3830.809,81109609.6,87527124.8,105483568.0
2019-07-15,3792.64,3844.87,3824.19,3745.85,101205216.0,15.46,0.41,3799.602,3839.78,3823.848,79931964.8,92640380.0,104981633.6
2019-07-12,3783.07,3820.24,3808.73,3774.52,75465968.0,23.51,0.62,3795.322,3850.942,3815.379,81598737.6,98356893.6,103570206.4
2019-07-11,3806.19,3830.74,3785.22,3774.41,75311968.0,-1.52,-0.04,3812.216,3852.628,3807.687,81306849.6,99286911.2,104887758.4
2019-07-10,3807.95,3810.4,3786.74,3774.23,72833944.0,-6.39,-0.17,3829.792,3857.588,3802.695,86112907.2,102287350.4,105938745.6
2019-07-09,3798.1,3811.1,3793.13,3774.76,74842728.0,-9.66,-0.25,3851.15,3858.347,3797.913,93944640.0,103185984.0,108255991.2
2019-07-08,3875.75,3875.75,3802.79,3775.03,109539080.0,-90.41,-2.32,3879.958,3859.165,3794.221,105348795.2,108109302.4,111687995.6
2019-07-05,3875.37,3900.31,3893.2,3857.93,74006528.0,20.1,0.52,3906.562,3863.013,3784.618,115115049.6,107163856.8,110829794.8
2019-07-04,3895.2,3906.89,3873.1,3854.69,99342256.0,-20.43,-0.53,3893.04,3857.087,3768.192,117266972.8,115126719.2,111406188.4
2019-07-03,3927.44,3927.44,3893.53,3878.84,111992608.0,-43.64,-1.11,3885.384,3852.629,3754.393,118461793.6,122079700.0,110871176.4
2019-07-02,3931.05,3942.43,3937.17,3918.94,131863504.0,1.36,0.04,3865.544,3834.87,3739.64,112427328.0,123440011.2,109626400.8
2019-07-01,3899.33,3936.67,3935.81,3886.91,158370352.0,110.22,2.88,3838.372,3807.915,3724.382,110869809.6,117322887.2,108069384.4
2019-06-28,3832.06,3835.23,3825.59,3803.05,84766144.0,-9.23,-0.24,3819.464,3779.816,3709.081,99212664.0,108783519.2,104611980.0
2019-06-27,3807.54,3854.08,3834.82,3805.83,105316360.0,40.49,1.07,3821.134,3762.745,3699.86,112986465.6,110488605.6,105083800.8
2019-06-26,3779.51,3809.76,3794.33,3771.72,81820280.0,-6.98,-0.18,3819.874,3747.802,3691.315,125697606.4,109590140.8,104485754.8
2019-06-25,3837.43,3838.06,3801.31,3755.01,124075912.0,-39.96,-1.04,3804.196,3737.479,3685.211,134452694.4,113325998.4,106289052.8
2019-06-24,3836.31,3853.55,3841.27,3819.77,100084624.0,7.33,0.19,3777.458,3729.276,3677.006,123775964.8,115266688.8,105526800.8
2019-06-21,3832.73,3856.09,3833.94,3817.31,153635152.0,5.42,0.14,3740.168,3706.223,3664.638,118354374.4,114495732.8,104569272.0
2019-06-20,3718.94,3845.79,3828.52,3717.19,168872064.0,112.58,3.03,3704.356,3679.297,3652.139,107990745.6,107685657.6,101882403.6
2019-06-19,3761.34,3771.35,3715.94,3715.13,125595720.0,48.32,1.32,3675.73,3656.156,3643.182,93482675.2,99662652.8,98356106.8
2019-06-18,3661.13,3675.65,3667.62,3638.78,70692264.0,12.8,0.35,3670.762,3644.409,3640.724,92199302.4,95812790.4,97627466.8
2019-06-17,3654.44,3683.77,3654.82,3645.5,72976672.0,-0.06,-0.0,3681.094,3640.848,3638.232,106757412.8,98815881.6,99541027.6
2019-06-14,3690.48,3709.65,3654.88,3650.91,101817008.0,-30.51,-0.83,3672.278,3638.345,3637.929,110637091.2,100440440.8,102314856.0
2019-06-13,3689.58,3697.59,3685.39,3654.27,96331712.0,-5.71,-0.15,3654.238,3636.975,3642.383,107380569.6,99678996.0,103036919.2
2019-06-12,3706.86,3711.88,3691.1,3683.94,119178856.0,-28.18,-0.76,3636.582,3634.827,3644.468,105842630.4,99381368.8,103728422.0
2019-06-11,3617.52,3723.14,3719.28,3617.52,143482816.0,108.54,3.01,3618.056,3632.943,3642.171,99426278.4,99252107.2,102885152.4
2019-06-10,3578.01,3623.73,3610.74,3568.28,92375064.0,46.06,1.29,3600.602,3624.735,3639.643,90874350.4,95786912.8,100880604.4
2019-06-06,3601.04,3601.04,3564.68,3557.02,85534400.0,-32.43,-0.9,3604.412,3623.052,3645.629,90243790.4,94642811.2,103662044.0
